trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.40252422403363597}",20,8,-13.409046402292057,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.40051662609081884}",25,8,27.772660963674202,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.3985190410845142}",20,0,-38.99786598840053,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.39653141907499284}",25,17,5.339298482941335,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.39455371037160114}",20,15,9.806962682450196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.39258586553151836}",20,1,-22.150757810500796,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3906278353585211}",20,0,-19.847796372153937,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.388679570901753}",25,0,-82.96546744498204,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",1
190,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,2,23.81630737709543,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.3848121445529785}",25,15,-8.592468446828748,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.38289288597511206}",25,8,6.816167206086295,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.38098319973933725}",20,3,-1.730088254869188,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.37908303810339883}",20,15,8.109505737381749,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37719235356315695}",30,14,-12.276598557503078,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.37531109885139957}",20,0,-9.295568459692173,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.37343922693666093}",25,0,-9.216598129867569,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,15,9.101422631166319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.369723444544059}",20,0,-4.04739310579766,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.36787944117144233}",30,8,-29.483855442743675,"{0: 14, 1: 6, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.36604463480401533}",30,17,19.26970873136218,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,14,11.35089238617089,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.3624024298324903}",35,24,-8.151304154406107,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3605949401730783}",35,12,-53.38994717171126,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.35879646540595167}",20,1,-3.431371571775068,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,0,-198.07323406455598,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
207,False,"{'a': 0.5, 'e': 0.35522638092495157}",20,0,23.781938280674453,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.35345468195878016}",30,10,0.0028150863902947076,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.3516918193780669}",20,12,-9.394614060893492,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3499377491111554}",25,14,5.623499254685488,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.3481924273061976}",20,1,-1.5061405998601618,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.34645581033005746}",25,8,16.17696549515259,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.34472785476722023}",20,14,11.728424978134372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.3430085174187067}",30,16,17.614730841542205,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.3412977553009937}",25,11,-8.202750992381779,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.33959552564493917}",25,9,-30.810560310366622,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.33790178589471304}",20,16,8.74323672423274,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.33621649370673334}",25,10,26.221112867289747,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.3345396069486076}",20,0,11.432880858449606,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.33287108369807955}",35,7,-12.056340700442792,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.33121088224198103}",25,12,21.8739463933033,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32955896107518906}",25,13,21.68544080714588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.3279152788995886}",25,0,-17.504388339074485,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.32627979462303947}",30,8,10.624159876177313,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.32465246735834974}",25,3,-23.520647947296126,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.3230332564222529}",25,13,9.388600377614779,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32142212133439135}",30,21,7.878071008390421,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.3198190218163039}",35,25,16.93179850033129,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3182239177904191}",20,9,-111.21958086351502,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 3}",1
230,False,"{'a': 0.5, 'e': 0.3166367693790532}",20,14,-1.0174681200029259,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.31505753690341337}",20,11,6.3558565670532,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3134861808826053}",30,15,5.87126519196321,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31192266203264674}",20,0,-19.117782217418142,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.31036694126548503}",30,0,26.116922784039385,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.30881897968801986}",20,11,2.1273812994244006,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30727873860113125}",30,11,6.158311853084697,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30574617949871175}",25,16,11.736456387604838,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3042212640667041}",20,0,27.082949856300665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.30270395418214285}",30,7,-44.37580042734612,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.30119421191220214}",25,19,3.784744269204727,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2996919995132463}",30,16,13.563229148923542,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2981972794298874}",30,12,8.764226538491052,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.2967100142940453}",20,6,21.391727952219316,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2952301669240142}",25,0,11.893959390606886,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.2937577003235328}",20,0,-20.33277506463725,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,9,-22.622012207781246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.2908347623678516}",20,4,12.801085877008038,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.28938421793905067}",20,11,17.08828755725667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2879409081307703}",25,6,31.359909353969677,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.2865047968601901}",30,7,-10.915204107560765,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.2850758482244536}",20,2,7.263495887124674,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2836540264997704}",25,12,11.329977291476052,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.2822392961405233}",20,14,13.243470868152961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2808316217783798}",30,0,18.098327749488263,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.2794309682214073}",20,0,13.361111210849304,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.27803730045319414}",30,2,-60.95799362435874,"{0: 23, 1: 1, 2: 1, 3: 2, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.2766505836319734}",20,3,22.64909983403177,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.27527078308975234}",25,13,22.62796160904585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2738978643314456}",20,7,10.928488768024904,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,0,23.011054804515375,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.2711725350455999}",25,7,26.80068974711005,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.26982005638468687}",25,4,-8.925850672372238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.26847432323923665}",30,13,-28.366062203949742,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.2671353019658504}",20,3,14.986630645918671,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.26580295908892665}",25,14,-16.038346842546343,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,13,15.158525861666615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.2631581754560287}",20,9,18.46198300832199,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.261845668580326}",30,13,-6.743330262940917,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.26053970785997566}",25,13,-4.479862656179864,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,15,6.471252247746749,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2579472944518257}",25,16,11.73369517592495,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,9,28.414341244832926,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.25538067598807773}",30,14,11.817529461288117,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,13,-8.532946326336111,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.2528395958047465}",25,17,6.6556210686869655,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.2515785530597565}",20,7,-3.540013287257704,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2503237997916961}",20,6,-28.697716093327873,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.2490753046316682}",30,20,-21.385240158676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.24783303636722875}",25,2,33.03639194523515,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24659696394160646}",20,0,19.97161653583104,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24536705645292636}",30,23,12.690389713681471,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,16,6.9145968399553075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24292561344874247}",25,15,21.04688225336059,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.24171401689703648}",30,0,-46.413170540488274,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.24050846320834215}",30,10,-2.0486738294939126,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375455}",30,3,15.93270820621714,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23811536401468703}",20,8,-18.934283011468345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.2369277586821218}",20,8,20.191532650574878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23574607655586352}",25,16,12.619385929791692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23457028809379768}",20,8,-0.9462598199017129,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23340036390115135}",35,26,16.162927814630695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.23223627472975886}",25,17,12.67234314683479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.2310779914773302}",25,16,-30.546544073487837,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.22992548518672387}",30,0,-23.467768541708914,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.22877872704522242}",20,14,12.766998905086577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22763768838381276}",20,10,-40.05497179801382,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646877}",20,8,-8.244702244055778,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22537265553943875}",30,13,20.37061496978952,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22424860473053532}",30,19,22.46126945004095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22313016014842985}",20,4,-48.47712998682456,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.2220172938319494}",20,11,4.696561627440466,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.22090997795937822}",25,13,6.554342716589751,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776168}",30,7,-39.73330946004292,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
304,False,"{'a': 0.5, 'e': 0.21871188695221477}",25,9,11.126311447011354,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21762105686523286}",30,7,33.18140856874157,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,5,4.7410527329989245,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21545569116974203}",25,13,-11.747187363743862,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21438110142697797}",20,9,-38.64370585907691,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.21331187122291526}",20,16,10.590011279537821,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21224797382674307}",35,22,25.25148897144984,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21118938264097117}",30,4,40.66753340816529,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21013607120076475}",20,13,13.352190566442587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20908801317328296}",30,9,-54.98168841656972,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,3,7.771569657003083,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20700755268115265}",20,3,-13.066131737378448,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20597509820488347}",30,16,24.589995540611863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.20494779311679734}",30,16,6.752057405820921,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20392561173421345}",30,16,19.204566169709107,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.2029085285025441}",25,17,0.829922713938755,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.2018965179946554}",20,12,-28.66488472815568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.20088955491023208}",30,18,-21.94825186300938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.1998876140751445}",30,14,19.768066236870908,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19889067044081965}",30,19,10.615570824045355,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19789869908361468}",25,16,15.873257806391623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19691167520419406}",20,9,23.80613771886027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,9,-3.717997988531796,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.19495237129918253}",20,12,4.3501266481101375,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,0,-17.429383716125546,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.19301256279376172}",25,16,14.344967135664962,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.1920499086207541}",20,0,-12.209236419809438,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.19109205570546464}",25,6,30.485688077739376,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.19013898010152053}",20,16,6.975253101833918,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198204}",20,8,15.837938867112738,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1882470656387468}",20,6,21.388448072860314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195702}",35,20,14.011046703740407,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18637397603941}",20,9,8.617426787226659,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18544443195597088}",20,15,-0.8027034613696111,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1845195239929893}",20,16,8.365921405400899,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.1835992290277179}",20,14,10.976790659299507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,7,6.479189355843211,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.1817723861753675}",20,7,24.6835919247505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,13,14.157447590186488,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17996372071311217}",35,18,32.14642139890551,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149325}",25,11,-17.49618429126161,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.17817305177289844}",25,17,13.140259916198417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17728440996987782}",35,20,15.579522111426623,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.17640020028634}",25,8,1.9991452300777282,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.1755204006169969}",25,0,-14.064933704707219,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.17464498896681085}",20,5,4.766069074610502,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,12,-10.230629155535272,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.1729072422917164}",25,17,5.460215549840674,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,12,20.960774403612902,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.17118678648494093}",20,13,13.888400263692112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.17033298882540945}",20,14,11.042231431840833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16948344949947008}",30,14,23.113586888233666,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.16863814726859552}",20,14,11.21180270681573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16779706100018588}",20,10,16.641397762369497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.16696016966704072}",35,24,20.507701857687383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16612745234683307}",25,12,-16.318629856293153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158656}",25,14,13.160723228899728,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16447445657715493}",20,12,14.544379475690953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16365413680270408}",20,0,18.02130774822554,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.162837908390197}",20,13,14.749314971948522,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16202575093388077}",30,9,10.986186012851794,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.1612176441297768}",20,8,2.2038686231978737,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16041356777517277}",20,9,17.429011745723415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
